Date,^BSVP,DJI,N225,SSEC
2010/2/1,65070,10392.90039,10355.98047,2985.499023
2010/2/2,65588,10402.34961,10057.08984,3018.133057
2010/2/3,65402,10383.37988,9951.820313,3003.397949
2010/2/4,66572,10282.41016,9932.900391,2982.574951
2010/2/5,67163,10374.16016,9963.990234,3022.177002
2010/2/8,67109,10321.03027,10092.19043,3060.61792
2010/2/9,63934,10325.25977,10013.29981,3051.943115
2010/2/10,62763,10403.79004,10034.25,3087.842041
2010/2/11,63153,10405.98047,10306.83008,3073.10791
2010/2/12,64718,10396.75977,10335.69043,3097.004883
2010/2/17,65051,10444.13965,10123.58008,3023.373047
2010/2/18,66129,10566.2002,10400.46973,3031.064941
2010/2/19,65855,10552.51953,10352.09961,3053.231934
2010/2/22,67285,10564.37988,10198.83008,3069.141113
2010/2/23,67836,10567.33008,10101.95996,3048.927002
2010/2/24,67597,10611.83984,10126.03027,3051.281982
2010/2/25,67184,10624.69043,10172.05957,3013.412109
2010/2/26,66108,10642.15039,10221.83984,2976.938965
2010/3/1,65795,10685.98047,10253.13965,2992.841064
2010/3/2,66121,10733.66992,10145.71973,3050.479004
2010/3/3,66503,10779.16992,10368.95996,3046.089111
2010/3/4,67228,10741.98047,10585.91992,3067.75
2010/3/5,67779,10785.88965,10567.65039,3074.575928
2010/3/8,67641,10888.83008,10563.91992,3053.125
2010/3/9,67815,10836.15039,10664.9502,3056.808105
2010/3/10,68847,10841.20996,10751.25977,3019.176025
2010/3/11,68575,10850.36035,10751.98047,3059.715088
2010/3/12,69576,10895.86035,10721.70996,3123.798096
2010/3/15,69979,10907.41992,10846.98047,3128.468018
2010/3/16,69885,10856.62988,10744.03027,3109.10498
2010/3/17,69341,,10824.71973,3147.416016
2010/3/18,69024,,10774.15039,3157.957031
2010/3/19,69942,,10815.03027,
2010/3/22,69723,,10828.84961,
2010/3/23,69697,,10996.37012,
2010/3/24,68829,,10986.46973,
2010/3/25,69042,,11097.13965,
2010/3/26,69387,,11089.94043,
2010/3/29,68913,,11244.40039,
2010/3/30,68442,,11286.08984,
2010/3/31,68683,,,
,69939,,,
,69960,,,
,70372,,,
